transformer_id,install_year,rated_kva,cooling_type,zone,gas_mean,gas_max,gas_std,oil_temp_mean,oil_temp_max,oil_temp_std,load_mean,load_max,load_std,fault_status
TXR-0158,2015,1000,Unknown,Zone 2,37.6706684195557,64.23070695124503,14.802585876024525,54.609861974715045,59.85851042975548,4.6891144176945625,69.8033236777999,83.28340829717432,6.711733393987393,Normal
TXR-0159,2004,500,OFAF,Zone 1,91.26594383076474,116.56350013614662,17.91241518035243,48.50400980100203,54.15816798454477,5.340689658529939,55.54589085719358,68.41365380869865,8.56000638171657,Normal
TXR-0160,2006,250,ONAN,Zone 3,8.904689659600272,27.20724242331901,8.551565228039552,54.490706939266815,62.22737719242196,4.882333791148145,70.83625701822994,80.80503857303896,6.638181812214915,Normal
TXR-0161,2019,250,ONAF,Zone 2,114.09348842667609,134.09989128265082,14.462518012579432,55.50125254269607,60.71377903893154,3.4477412119388386,70.51253786890739,77.34745474573712,6.743984226181433,Fault
TXR-0162,2015,250,ONAF,Zone 2,101.36767730044753,114.57495758834484,17.702982539938766,53.576788124910536,55.72418443171611,1.783518646618618,62.69356490593479,76.17212350063373,8.63230229706485,Normal
TXR-0163,2018,250,ONAN,Zone 1,39.14857846562388,60.1962532008117,15.971347064348544,41.949813476477914,48.88672177808547,6.22217305779179,35.564295308463876,45.41596971487063,6.776592851494021,Normal
TXR-0164,2016,500,ONAN,Zone 1,138.1222986712605,156.10495381899352,19.36659761846559,57.567606549014954,61.817105717591765,5.9574564803071075,67.52143356764245,83.44934726452591,8.52755257486427,Normal
TXR-0165,2015,1000,ONAF,Zone 3,133.90494660687432,145.02012403875833,9.025703262676153,57.86793133855924,64.24406170428655,4.197443100469089,79.03543991811871,96.37363436075702,8.983601740581959,Fault
TXR-0168,1999,250,ONAN,Zone 2,17.872288801035033,25.881285881203677,7.35305482963653,59.809747166024295,65.41770432868394,5.041434655512508,81.0642425356614,84.8770973400578,4.281299456167426,Normal
TXR-0169,2004,1000,ONAN,Zone 3,105.15296837310113,130.4545284997831,18.875052805818367,57.65508986882833,65.89118268469375,4.845335989167833,79.93783266151777,100.12707348383516,9.886053142082845,Normal
TXR-0171,2007,500,ONAF,Zone 2,91.92649695347271,110.55774905161115,16.066860143609265,54.28165627493116,58.54487959744554,2.474875518546197,70.4320903045511,88.34141592910186,11.14927062902502,Normal
TXR-0173,2019,100,ONAF,Zone 1,113.99973135518094,119.78407541022284,6.557302024256737,54.683575658488536,57.3541801747691,3.760509181424581,68.32942475752404,74.79784185216937,4.559852001714167,Normal
TXR-0174,2021,250,ONAN,Zone 1,90.939814966701,108.28821468927424,13.261497801043229,56.597871225644255,62.602813218113866,3.8175310099553874,73.49441397838332,89.3447236378501,14.099321464895285,Normal
TXR-0175,2009,250,ONAN,Zone 1,43.850225478379706,53.57080899504415,8.484026781029758,63.31813873678535,66.9950915308872,2.219562062255232,88.11660136517276,95.22406884441928,5.620052261402861,Normal
TXR-0176,2008,250,ONAN,Zone 1,111.02435015891874,127.12074880170375,13.33581436527746,59.06884916306033,66.18829417664466,7.259075672503948,80.67792341821682,93.2778882089424,8.103916803269165,Normal
TXR-0177,2004,500,ONAN,Zone 3,147.44655420806063,166.6093025269183,13.171231217327605,58.34973055674521,67.84911612756623,5.920577854019895,70.52130599927897,77.86115768809927,5.717388408356648,Fault
TXR-0178,2004,100,ONAF,Zone 2,103.39381701446865,147.54867496901642,22.17762097980514,50.55461480151027,60.15101749924276,4.920590753436379,69.58240216148025,78.43910894787096,5.888940577362066,Normal
TXR-0179,2016,250,ONAN,Zone 2,48.78505821858713,80.09969939329278,16.102995636099898,61.01669258945183,66.02923417690462,4.8550581256211425,72.41515882283322,90.41831468223847,10.695794766518903,Normal
TXR-0180,2008,500,OFAF,Zone 2,106.85479587444449,131.34131968927258,20.00606112440915,50.54979786534707,52.57521563681004,2.352327938528014,67.29376373990904,80.69192623638641,7.281784731564307,Normal
TXR-0182,1998,500,ONAN,Zone 3,40.05352056022039,53.47896422525511,11.705227339114662,42.302437605807704,49.57764005331199,5.012628163712624,52.743832143117,82.484976226849,17.714733228129667,Normal
TXR-0183,2018,1000,OFAF,Zone 3,74.88150317623794,88.80010857813394,15.449823669473762,62.30870915948121,66.38340171138677,2.9797324597287593,84.31149968115392,90.60626350753496,6.4262197812751705,Fault
TXR-0184,2004,500,OFAF,Zone 1,81.71883862465181,104.13379379494776,14.935497147100325,54.49656862612758,60.611345741706025,5.164773383641683,71.49740203541627,79.48330629064989,8.35437454698186,Fault
TXR-0185,2011,500,ONAN,Zone 2,72.49363252911978,96.52041334826872,19.591638949316035,47.00692074009918,50.804158180497325,3.5167050058133156,51.30597694365308,59.50689360304391,4.983785340374589,Normal
TXR-0186,2016,1000,ONAN,Zone 3,115.54077797892023,142.56175261883664,22.21839833081081,54.06624131692371,57.18309087155296,2.6908237799140444,69.75584969210327,82.06639597255469,6.976614754690298,Normal
TXR-0187,1999,500,ONAF,Zone 1,101.78933926631508,111.69193905194707,11.744337240339114,66.14989470834107,68.57364806258715,1.9830432182782125,83.92408109534973,86.80645022115837,2.5998536219025774,Normal
TXR-0189,2007,250,Unknown,Zone 3,187.58697998539543,206.4616472507985,16.333945662084744,63.26221146744946,69.11742436108909,3.9931041409448014,91.74651943496966,103.5748759874894,11.217885647285346,Fault
TXR-0190,2011,100,ONAF,Zone 2,62.73188382267568,79.71244897018899,13.56920544183256,47.10097404539357,54.86919578710511,5.890818221016993,53.61286895842598,63.00809344146119,6.543919488662477,Normal
TXR-0191,2019,250,OFAF,Zone 1,77.02393537934324,99.80621455263972,24.280804955807287,50.06449795546301,54.32860332414854,4.974563546575698,62.43465275113615,69.30774212278175,6.73226419686179,Normal
TXR-0192,2010,100,ONAF,Zone 3,21.679721530860398,51.27721369501491,15.073254534230795,64.80162303033075,74.58467397022405,5.789713864749672,87.79019578239289,95.42019631883625,7.48433257863167,Normal
TXR-0193,2001,100,ONAN,Zone 1,85.83293851389874,106.5286364349048,13.57003272227124,57.39723205138338,65.96308592940949,4.51078061484968,71.61263910647716,85.61911789917804,8.682572400635069,Normal
TXR-0194,2017,1000,ONAF,Zone 1,148.6568836342507,370.51455301580745,83.77231699051086,61.20185353651141,68.80044289854406,4.1014507043282515,84.818248379923,95.8197152883404,7.648006966624855,Fault
TXR-0196,2003,1000,OFAF,Zone 3,63.90086119847744,86.5920117498479,15.654872398903258,54.426776166585306,61.23021278302888,4.708228071799554,74.11739531145912,83.89287540973655,5.659197607844462,Normal
TXR-0200,2020,500,ONAN,Zone 2,116.4264603127992,129.68055021412607,15.040967888550913,44.60689541317384,48.904457264325146,3.6304998281968213,47.93072221483873,59.909570784293365,9.687970702145817,Normal
TXR-0201,2011,100,ONAN,Zone 3,56.01632688699007,65.37750033232913,6.386639445564654,57.28724795331201,65.19054722699656,6.276517080950573,75.00357445854021,95.0934420727444,11.678784825246723,Normal
TXR-0202,2016,1000,ONAN,Zone 2,59.691925408479996,73.65258721278906,14.714558562062214,51.30804605264567,59.24845351854161,7.6481583627507606,71.94987219882364,84.20564089462883,9.388627809361394,Normal
TXR-0204,2021,250,ONAF,Zone 1,189.1946537545874,200.39742840506997,7.7383079195877364,58.5923731632686,63.1394113840155,4.4715563374629195,71.2082979789845,82.68900586368815,6.562753888527896,Fault
TXR-0205,2009,100,ONAN,Zone 2,167.52855637266427,196.21588916892148,18.80757978880806,39.48313781410061,42.099838016301085,2.8095230191197293,38.8766422600972,45.19324537253416,5.5320789091590745,Normal
TXR-0206,2020,500,ONAF,Zone 1,114.57220847121292,132.77238269276526,13.924458578693828,47.786868010396965,55.3383987208671,4.2694835229647286,55.436818820204145,63.01143898036712,4.2321535186357915,Fault
TXR-0208,2008,100,OFAF,Zone 1,62.32221635229389,101.19446844155198,24.581090129991857,53.64357884870786,58.150786859398735,3.9572735065766422,69.75437438706439,80.8669635305457,10.571161374831302,Normal
TXR-0209,2005,500,OFAF,Zone 3,202.74028611219143,220.9955703530889,10.670534654734482,60.06590391374516,65.98182435764434,4.48238792221987,83.58795774407396,100.75130840262426,7.0961187064166396,Normal
TXR-0211,2022,100,ONAF,Zone 1,151.928161598595,177.7423485173926,24.386411849041718,51.983217836937776,56.50124593097768,3.216671617784682,62.38539612831693,71.75925000346847,6.745554960494058,Fault
TXR-0212,2018,250,OFAF,Zone 3,69.75853920912797,87.89127376652459,11.18606419818052,56.33408477831157,66.44749436418074,4.6021673025370236,71.3383225746791,87.19293592323056,9.84958037464073,Normal
TXR-0213,2011,100,ONAN,Zone 2,4.400551523723444,23.452408871746137,8.511421855946068,60.97866019110684,67.75353177186804,5.09319717439046,79.0580899819936,85.67549344419464,5.532231476911983,Normal
TXR-0214,2009,250,ONAF,Zone 2,24.850678330308696,48.72466363179227,15.635666079011918,54.46258283158001,62.49944359026232,5.00483655527407,64.40346654416554,80.44409293471276,9.710448324001689,Normal
TXR-0215,2005,250,ONAN,Zone 1,91.4724959513697,96.5970985849568,4.768426802787125,47.701687080651624,52.764601886354185,4.043006857972099,62.49864593840819,69.40056652449441,5.857949026909265,Normal
TXR-0216,2010,100,OFAF,Zone 2,127.90502080327498,139.34714938588075,10.345641850846423,52.69474957132619,54.03971944387193,1.3675642103569712,76.05598046034986,91.10425642377116,8.617615878541102,Fault
TXR-0217,2021,100,OFAF,Zone 1,84.9285118073323,98.99367978921124,13.762772409814946,52.8266203216085,58.36054496335094,4.433115210194902,62.74788267907088,70.49706810727561,6.352291420255221,Normal
TXR-0218,2008,500,ONAF,Zone 3,48.50644671289328,61.147518326829854,8.673491038005075,49.91484279212465,54.77974040457839,3.8582393433856823,63.89628982887448,70.55514150514777,6.165935882604348,Normal
TXR-0219,2015,1000,ONAN,Zone 3,19.302890015250227,39.96629695776984,11.851320146791295,43.04920903210835,55.23017361012478,5.716871744003704,46.35199913706596,57.46543624201456,6.338472640946451,Normal
TXR-0220,2007,250,ONAF,Zone 2,54.08116529956019,77.90372079955122,12.825838454564023,59.50761471606401,64.89749090583233,4.072031337910864,78.75809623885503,87.5956161501511,5.537150891554001,Normal
TXR-0221,1998,1000,ONAF,Zone 2,94.36509522822375,120.57060504629388,17.047148717598994,60.38002743667303,67.95622697373568,5.836027869493573,80.71472908594646,95.10528579915638,10.564996992677864,Normal
TXR-0222,2019,100,OFAF,Zone 1,80.07323272238385,96.564841327814,14.159807150696395,63.24435350761976,73.35213674335813,7.89120752142502,90.25213403001383,98.30206494090376,5.857715409754725,Fault
TXR-0223,2001,100,OFAF,Zone 2,109.41189496211027,126.81796193843438,11.074697548796678,52.65672270469928,62.66313521096762,6.194441918836377,60.74637659233985,70.11796341617207,6.662477391731161,Normal
TXR-0225,1999,100,ONAN,Zone 3,6.446404432992671,24.27578960661713,8.406897544850322,53.179625790660715,60.03038484540237,4.293927297514338,73.6442902630011,85.14432506190062,8.054410300570432,Normal
TXR-0226,2007,100,ONAN,Zone 3,124.15713512715197,144.22911842834827,14.11788185101615,52.265360460966086,56.89947524030982,5.58474159611774,70.40743588978603,80.87481742276842,6.730786457672496,Normal
TXR-0229,2013,500,OFAF,Zone 2,43.40481388288668,71.9212469324386,14.66792335665862,56.87394854411766,61.95842330957784,3.080508419507105,80.6436538196331,97.97145759141875,12.690999385593807,Normal
TXR-0230,2002,100,ONAF,Zone 2,86.27755784825719,98.9242295527996,7.298493637912232,58.47022808745023,63.48929197047571,5.394439921602746,82.89640856679969,93.51854133708692,6.113920071048812,Fault
TXR-0231,2012,500,OFAF,Zone 3,103.32612383823245,281.4170418009272,90.15991979500173,51.32963329502787,60.42100393124375,4.778203598234181,62.88893516686563,79.36175610940752,7.810503316023382,Normal
TXR-0232,2010,500,ONAF,Zone 3,137.08451670706938,162.50411152067224,19.538469623629574,47.5975724174302,60.00490219825883,6.317569794080192,50.50561782122401,66.68077167856963,11.747653269877093,Normal
