record_id,transformer_id,log_date,load_pct_of_rated
LOA-001691,TXR-0199,2023-03-12,57.58335432035185
LOA-001630,TXR-0192,2023-04-27,76.95001162747052
LOA-001803,TXR-0213,2024-05-04,77.5750297974197
LOA-000916,TXR-0107,2024-05-19,63.526828335161774
LOA-000996,TXR-0116,2023-04-24,69.42036024284695
LOA-001335,TXR-0156,2023-05-18,61.69401811329811
LOA-000647,TXR-0075,2024-02-24,64.22982357185722
LOA-001745,TXR-0206,2023-06-23,52.041570668357664
LOA-000459,TXR-0052,2024-05-17,81.80515514362466
LOA-000126,TXR-0016,2023-03-15,100.66275809054721
LOA-000411,TXR-0047,2023-10-14,105.47556539702501
LOA-000468,TXR-0053,2023-09-22,57.04068350032016
LOA-001947,TXR-0229,2023-07-26,97.97145759141877
LOA-000831,TXR-0098,2023-08-25,77.3560183455308
LOA-001285,TXR-0149,2023-11-11,78.29886372039691
LOA-001631,TXR-0192,2023-04-29,86.36594510792122
LOA-000086,TXR-0011,2023-04-14,52.54873148825635
LOA-001975,TXR-0232,2024-02-06,46.49125231909741
LOA-001832,TXR-0216,2024-03-23,62.55982833144881
LOA-001717,TXR-0202,2024-02-17,80.49865416303197
LOA-000065,TXR-0008,2023-10-06,
LOA-000895,TXR-0105,2024-02-12,80.07364264950282
LOA-000470,TXR-0053,2024-03-27,56.73177012857528
LOA-000307,TXR-0035,2024-03-20,62.44372261322064
LOA-001014,TXR-0118,2023-01-17,80.82031452357285
LOA-001969,TXR-0231,2023-05-16,53.07459467829942
LOA-001033,TXR-0121,2024-04-25,94.8941661997647
LOA-001643,TXR-0193,2024-04-30,58.237338371643574
LOA-001824,TXR-0215,2023-11-03,69.40056652449441
LOA-001181,TXR-0138,2023-10-28,77.82751908531927
LOA-001768,TXR-0208,2023-04-08,48.92007488179779
LOA-000312,TXR-0036,2023-07-14,66.42720366284672
LOA-000236,TXR-0027,2023-12-05,59.229222735438256
LOA-001005,TXR-0117,2023-09-05,67.44378867060614
LOA-001938,TXR-0228,2024-02-02,59.3359960002168
LOA-000285,TXR-0033,2024-02-19,64.23410639068322
LOA-001420,TXR-0165,2023-01-18,78.11433040018757
LOA-000135,TXR-0017,2023-04-15,74.27954906652013
LOA-001396,TXR-0162,2024-04-24,51.56073189230209
LOA-001096,TXR-0129,2023-09-14,74.87665795678822
LOA-000817,TXR-0096,2023-10-31,88.47414737673874
LOA-000710,TXR-0082,2023-04-30,57.186866070327696
LOA-000596,TXR-0069,2024-06-25,73.68267418032063
LOA-001655,TXR-0194,2024-04-04,81.20099435660752
LOA-001525,TXR-0178,2023-05-14,76.51035333742638
LOA-000643,TXR-0075,2024-05-28,63.18888780357134
LOA-000268,TXR-0031,2023-01-28,69.82144069245545
LOA-000564,TXR-0065,2024-03-03,55.76535066384551
LOA-001629,TXR-0192,2024-05-10,85.89036684778601
LOA-000640,TXR-0074,2023-12-21,63.7461438735861
LOA-000766,TXR-0090,2023-10-10,77.57302335458884
LOA-001248,TXR-0145,2023-10-12,38.50961569005609
LOA-000158,TXR-0019,2023-08-28,71.52582855563139
LOA-001542,TXR-0180,2024-05-13,64.16608776015022
LOA-000987,TXR-0115,2024-03-13,112.33431160584084
LOA-001318,TXR-0153,2023-02-06,81.01165997455199
LOA-000319,TXR-0037,2024-01-26,91.11749053620609
LOA-001685,TXR-0198,2023-11-22,81.46716967774601
LOA-000414,TXR-0047,2023-08-12,71.87044437098797
LOA-001706,TXR-0202,2023-12-26,56.71110712981437
LOA-000313,TXR-0036,2023-11-10,67.90034290750533
LOA-001581,TXR-0186,2023-08-04,64.55635807800718
LOA-001746,TXR-0206,2024-05-12,58.05616819771146
LOA-000635,TXR-0074,2023-11-02,58.167146542441486
LOA-001493,TXR-0174,2023-12-28,78.21250661974922
LOA-001864,TXR-0219,2023-11-29,45.43597279785516
LOA-000420,TXR-0048,2023-11-15,79.67876316241741
LOA-000673,TXR-0078,2023-06-10,45.992708330216395
LOA-001671,TXR-0197,2023-06-24,56.95489122242326
LOA-001951,TXR-0230,2023-06-27,82.77528672509537
LOA-001856,TXR-0219,2023-10-21,57.46543624201456
LOA-001159,TXR-0135,2024-02-25,82.69347160254051
LOA-000855,TXR-0101,2024-02-13,60.555529519805376
LOA-001305,TXR-0152,2023-10-11,26.890153745027575
LOA-001099,TXR-0129,2023-06-10,67.72292488071339
LOA-001742,TXR-0206,2024-06-11,52.47909733744143
LOA-000978,TXR-0114,2023-08-01,74.88627666561268
LOA-001201,TXR-0140,2023-11-08,63.16317458301672
LOA-000278,TXR-0032,2023-10-09,92.8303799224949
LOA-001553,TXR-0182,2023-09-03,46.53486304998008
LOA-000907,TXR-0106,2023-11-01,
LOA-001243,TXR-0144,2024-05-22,80.92551878453776
LOA-001760,TXR-0207,2023-12-16,78.4703859550749
LOA-000205,TXR-0025,2024-06-17,62.075713174912515
LOA-001087,TXR-0127,2024-06-08,75.09098939478632
LOA-001537,TXR-0180,2023-04-12,69.19542570413702
LOA-001002,TXR-0117,2024-06-24,68.07137620996875
LOA-000449,TXR-0051,2023-04-06,72.77307391121376
LOA-000250,TXR-0029,2023-04-14,95.68511064009745
LOA-000619,TXR-0072,2023-03-21,52.16734045037542
LOA-000170,TXR-0021,2024-06-11,69.22580095504554
LOA-000339,TXR-0039,2023-10-17,39.255528197602
LOA-001758,TXR-0207,2023-11-07,78.80138159033302
LOA-001636,TXR-0193,2023-11-20,77.58622667351302
LOA-000340,TXR-0039,2023-08-26,49.19412775199816
LOA-001360,TXR-0158,2023-05-31,68.24789678776732
LOA-000187,TXR-0023,2023-07-30,65.99140139850857
LOA-001091,TXR-0128,2023-11-13,56.63244457868961
LOA-000749,TXR-0088,2023-02-08,45.86963739440666
LOA-001573,TXR-0185,2023-02-01,51.091407825851206
LOA-000601,TXR-0070,2023-03-23,107.74842008646777
LOA-000125,TXR-0016,2024-04-05,102.89386073308549
LOA-000807,TXR-0094,2023-02-03,57.266113467960714
LOA-001920,TXR-0226,2023-11-15,69.19361851671843
LOA-001210,TXR-0141,2023-11-01,86.67214804895296
LOA-000886,TXR-0104,2023-09-25,68.59471715424397
LOA-001491,TXR-0174,2024-05-11,87.54308761645008
LOA-000660,TXR-0077,2023-08-02,72.41499936377562
LOA-000796,TXR-0093,2024-04-15,74.40743647673276
LOA-001407,TXR-0163,2023-03-10,39.312225590629424
LOA-000999,TXR-0116,2023-07-06,73.40769773962266
LOA-000194,TXR-0024,2023-01-22,77.49098578913622
LOA-001309,TXR-0152,2023-04-20,29.537705954275935
LOA-001016,TXR-0118,2023-11-23,66.07644088265062
LOA-001786,TXR-0210,2024-01-16,65.78441167764282
LOA-000317,TXR-0037,2023-11-27,96.00253383622741
LOA-001178,TXR-0137,2023-12-14,101.16121901876328
LOA-000343,TXR-0039,2023-01-18,62.69333296493865
LOA-000540,TXR-0062,2024-02-15,71.65595022619837
LOA-000445,TXR-0051,2023-06-23,87.26936646234397
LOA-001077,TXR-0126,2023-02-08,96.51734620534666
LOA-000348,TXR-0040,2023-12-24,68.9965425611147
LOA-001944,TXR-0229,2023-12-28,72.46550239192085
LOA-001084,TXR-0127,2023-12-06,80.11661987292683
LOA-001973,TXR-0232,2023-11-12,56.62872365142075
LOA-001130,TXR-0132,2023-02-15,78.70211759252186
LOA-000573,TXR-0067,2024-01-24,91.00764285358738
LOA-001048,TXR-0122,2024-03-29,63.28310217365137
LOA-001942,TXR-0228,2023-11-26,50.99666648999147
LOA-000810,TXR-0095,2023-10-23,53.95235887459404
LOA-001701,TXR-0201,2023-07-20,95.09344207274441
LOA-001663,TXR-0196,2023-09-09,76.69840729714052
LOA-000665,TXR-0077,2023-04-12,75.18385143691802
LOA-000224,TXR-0026,2023-07-09,64.31315138786798
LOA-000264,TXR-0030,2023-10-28,65.40842385998737
LOA-001092,TXR-0128,2024-03-29,57.52977068922889
LOA-000446,TXR-0051,2023-04-08,89.36887561411125
LOA-001628,TXR-0192,2023-12-10,94.32445900995046
LOA-001714,TXR-0202,2023-10-11,66.02450915206389
LOA-001307,TXR-0152,2023-01-17,29.322403488039637
LOA-001601,TXR-0188,2023-11-12,66.52475340063108
LOA-000458,TXR-0052,2023-04-22,77.0446634313474
LOA-001882,TXR-0222,2023-07-06,83.54673853080186
LOA-001509,TXR-0176,2023-05-30,79.21216871803387
LOA-000849,TXR-0100,2024-05-26,81.35253015228837
LOA-001591,TXR-0187,2024-01-11,80.7164392448002
LOA-001214,TXR-0141,2024-06-08,89.85296259384246
LOA-001443,TXR-0167,2023-09-10,75.00005297807832
LOA-001688,TXR-0199,2023-12-19,47.75865282735095
LOA-001031,TXR-0120,2023-03-03,89.47297596870635
LOA-001651,TXR-0194,2023-11-10,78.42767499539843
LOA-000792,TXR-0093,2024-05-12,81.07344544750264
LOA-000864,TXR-0102,2024-04-01,69.40438474043232
LOA-000698,TXR-0081,2023-07-08,69.95493917894298
LOA-001145,TXR-0134,2024-03-14,79.68380883279909
LOA-000524,TXR-0061,2023-04-12,64.98335780528363
LOA-000456,TXR-0052,2023-01-14,88.46917862121268
LOA-000097,TXR-0012,2024-05-21,61.309277192541145
LOA-000942,TXR-0110,2023-12-29,81.65610348206746
LOA-001244,TXR-0145,2024-01-12,61.12546015675819
LOA-000372,TXR-0043,2024-04-27,34.29309002086316
LOA-001844,TXR-0217,2023-04-16,67.2267551336712
LOA-000600,TXR-0070,2023-08-11,90.23347819432888
LOA-000512,TXR-0060,2023-11-16,74.14133618448147
LOA-000491,TXR-0057,2023-03-12,63.79732703208951
LOA-001976,TXR-0232,2023-10-10,33.88081179566757
LOA-001868,TXR-0220,2023-12-07,78.70418397575385
LOA-001476,TXR-0172,2024-01-24,49.315125147005
LOA-001888,TXR-0223,2023-05-08,70.11796341617207
LOA-000210,TXR-0025,2023-03-06,72.93816168477586
LOA-000961,TXR-0112,2023-07-03,90.02536162534878
LOA-001039,TXR-0121,2023-01-24,97.22044883400307
LOA-000460,TXR-0052,2023-08-05,63.77239419280483
LOA-001086,TXR-0127,2024-04-14,60.82479224055608
LOA-000963,TXR-0112,2023-02-17,87.43112146704118
LOA-000232,TXR-0027,2024-06-08,70.26973155497103
LOA-000386,TXR-0044,2023-10-31,61.51017091798124
LOA-001495,TXR-0174,2023-05-24,89.3447236378501
LOA-001079,TXR-0126,2024-06-30,79.21877877808535
LOA-000413,TXR-0047,2023-12-25,79.04383370527097
LOA-001108,TXR-0130,2023-08-03,70.40530631617008
LOA-000725,TXR-0084,2024-01-26,70.3179739173157
LOA-000636,TXR-0074,2024-05-31,42.20626015862287
LOA-001738,TXR-0205,2023-09-23,45.19324537253416
LOA-001867,TXR-0220,2023-09-05,79.35270811407635
LOA-000672,TXR-0078,2023-11-07,56.77762350676178
LOA-001256,TXR-0146,2024-02-25,67.10726941421068
LOA-001549,TXR-0182,2023-07-13,50.5850864454584
LOA-001397,TXR-0162,2023-09-13,
LOA-001680,TXR-0198,2023-12-21,81.72524216252167
LOA-001434,TXR-0166,2024-03-02,55.29617425436554
LOA-000958,TXR-0112,2024-03-19,79.45605516854054
LOA-001349,TXR-0157,2023-12-18,61.45937567828067
LOA-000130,TXR-0016,2023-09-09,91.076914759127
LOA-001780,TXR-0209,2023-01-29,80.58086768657579
LOA-000172,TXR-0021,2024-01-28,82.83642412960262
LOA-001816,TXR-0214,2024-05-12,52.9499009322015
LOA-000514,TXR-0060,2023-08-03,47.99963930155124
LOA-000212,TXR-0025,2023-05-15,65.5833439821154
LOA-000984,TXR-0115,2023-09-06,90.85545776413205
LOA-000925,TXR-0108,2023-06-24,83.71898533546933
LOA-001284,TXR-0148,2024-03-05,54.53631080172304
LOA-000794,TXR-0093,2023-06-16,77.65819433296899
LOA-001793,TXR-0211,2023-03-14,
LOA-000629,TXR-0073,2023-01-06,84.96917748773318
LOA-000869,TXR-0102,2023-06-29,83.91733817838595
LOA-001842,TXR-0217,2023-11-14,70.49706810727561
LOA-000952,TXR-0111,2023-04-20,79.04578801368933
LOA-000418,TXR-0047,2023-04-01,97.11279102810755
LOA-000676,TXR-0078,2024-01-04,58.48777071752651
LOA-001794,TXR-0212,2024-05-08,67.40959642820249
LOA-000066,TXR-0008,2023-09-14,55.382487347953166
LOA-001936,TXR-0228,2023-12-12,61.3447402753667
LOA-001389,TXR-0162,2024-06-04,66.0867572424061
LOA-001952,TXR-0230,2023-07-29,93.51854133708693
LOA-001101,TXR-0129,2023-06-13,71.57297907687956
LOA-001964,TXR-0231,2023-10-02,71.86464484332775
LOA-001473,TXR-0172,2023-04-26,63.44046295844959
LOA-000440,TXR-0050,2023-11-01,53.01821965768769
LOA-001374,TXR-0160,2023-06-04,61.55840057869813
LOA-001654,TXR-0194,2023-12-07,78.31337689781432
LOA-000203,TXR-0025,2023-08-15,71.1718046976239
LOA-000487,TXR-0056,2023-03-27,52.58992854305361
LOA-000570,TXR-0066,2023-08-15,87.26979572523256
LOA-001259,TXR-0146,2023-03-28,70.55153498436212
LOA-001067,TXR-0125,2024-01-11,75.42212990177113
LOA-001653,TXR-0194,2024-03-22,70.1937182817858
LOA-001765,TXR-0208,2024-04-06,70.15190392098464
LOA-001881,TXR-0222,2024-02-04,87.18016014910975
LOA-000186,TXR-0023,2023-08-10,77.32182470853002
LOA-000891,TXR-0105,2023-04-12,73.08505913200186
LOA-001023,TXR-0119,2023-08-11,66.10697140538944
LOA-001264,TXR-0147,2023-04-26,75.94662098280705
LOA-001081,TXR-0127,2023-08-04,55.822027355979756
LOA-001161,TXR-0135,2023-02-13,68.64220550660923
LOA-001009,TXR-0117,2023-03-29,66.35405583360196
LOA-001686,TXR-0199,2023-06-19,64.74481575149589
LOA-001626,TXR-0191,2023-05-08,51.2353570124006
LOA-001804,TXR-0213,2023-09-18,81.48950378494905
LOA-001723,TXR-0203,2024-05-28,79.35313526906893
LOA-000646,TXR-0075,2024-03-12,79.27720395378708
LOA-001492,TXR-0174,2023-09-22,68.25226046708725
LOA-001935,TXR-0228,2023-05-29,59.24200645830006
LOA-000447,TXR-0051,2023-10-23,79.13369919800549
LOA-000371,TXR-0043,2024-01-13,51.2791809705645
LOA-001408,TXR-0163,2023-10-24,31.848803481260507
LOA-001572,TXR-0185,2024-04-21,51.11151851146348
LOA-001281,TXR-0148,2023-10-27,58.902145255485074
LOA-000593,TXR-0069,2023-11-20,75.57755319422832
LOA-000046,TXR-0006,2024-02-07,49.104934096424294
LOA-001274,TXR-0148,2023-09-10,37.74612150730343
LOA-001532,TXR-0179,2023-12-18,90.41831468223849
LOA-000609,TXR-0071,2024-06-06,71.40757964634165
LOA-001529,TXR-0179,2023-02-20,77.69311128208813
LOA-000826,TXR-0097,2024-04-03,86.5046291666473
LOA-001167,TXR-0136,2023-01-06,20.004486784628156
LOA-000623,TXR-0072,2023-12-09,63.82996678155186
LOA-000295,TXR-0034,2023-02-01,48.10087885596469
LOA-000829,TXR-0098,2023-10-04,61.67047305264291
LOA-001718,TXR-0203,2023-01-31,56.66891015055198
LOA-000218,TXR-0026,2024-05-18,78.08321816779261
LOA-001613,TXR-0190,2023-05-17,48.5249277230935
LOA-000490,TXR-0057,2023-03-08,79.45403115046717
LOA-001292,TXR-0150,2023-10-24,74.84556104408827
LOA-001054,TXR-0123,2024-06-07,57.89590420232252
LOA-000563,TXR-0065,2023-04-04,53.243264789024146
LOA-001544,TXR-0181,2023-03-20,73.21132402199663
LOA-000064,TXR-0008,2023-03-08,60.88008375550611
LOA-000543,TXR-0063,2024-01-13,76.50522752870303
LOA-000008,TXR-0002,2024-03-11,63.15791478123971
LOA-001496,TXR-0174,2023-12-28,78.24831939998877
LOA-001669,TXR-0196,2024-04-17,74.64155324258586
LOA-000311,TXR-0036,2023-09-18,71.80713042431925
LOA-000747,TXR-0087,2024-03-10,86.35763596001387
LOA-001355,TXR-0158,2023-11-06,74.54194907556533
LOA-001895,TXR-0223,2023-06-16,57.825655182504114
LOA-001610,TXR-0189,2023-02-12,97.09662220916948
LOA-000692,TXR-0080,2023-05-25,73.29788387647413
LOA-000679,TXR-0079,2023-10-07,78.96270181831667
LOA-001003,TXR-0117,2024-06-08,73.030248697522
LOA-001114,TXR-0130,2024-02-02,77.72625139592584
LOA-001539,TXR-0180,2023-05-06,80.69192623638641
LOA-001412,TXR-0164,2024-01-28,67.54290060571674
LOA-000549,TXR-0063,2023-07-13,80.53353122956469
LOA-000532,TXR-0061,2024-04-07,67.93626118623543
LOA-001857,TXR-0219,2023-04-11,47.36965232806538
LOA-000707,TXR-0082,2024-02-01,58.80917181160976
LOA-000511,TXR-0059,2024-02-26,54.45092066214731
LOA-000741,TXR-0087,2023-08-21,79.61635326410797
LOA-001946,TXR-0229,2024-01-12,76.14549760032985
LOA-001261,TXR-0146,2023-02-08,73.87566485342181
LOA-001713,TXR-0202,2023-01-26,69.45903024824989
LOA-000068,TXR-0008,2023-02-21,62.7727485266372
LOA-001078,TXR-0126,2024-01-27,79.15894376815753
LOA-000731,TXR-0085,2024-02-08,108.55832185538954
LOA-000763,TXR-0089,2024-03-03,102.78119581498194
LOA-001848,TXR-0218,2023-09-26,66.01899170115445
LOA-000822,TXR-0097,2023-11-14,82.1519423665834
LOA-000994,TXR-0116,2024-03-21,59.152456165716686
LOA-001272,TXR-0147,2023-07-01,68.68459382141685
LOA-001968,TXR-0231,2023-01-07,66.1061266864483
LOA-000353,TXR-0041,2024-03-03,82.83786017694446
LOA-000376,TXR-0043,2024-01-24,55.3697934925272
LOA-000577,TXR-0067,2023-08-28,98.4835407989308
LOA-000791,TXR-0093,2023-07-23,87.67987798384267
LOA-001251,TXR-0145,2023-06-11,35.17174588012559
LOA-001172,TXR-0137,2024-04-07,108.56812149897495
LOA-000506,TXR-0059,2023-05-20,46.101284189502294
LOA-001852,TXR-0218,2023-09-28,68.13020784653675
LOA-000478,TXR-0054,2023-09-30,46.51180887025949
LOA-001403,TXR-0163,2023-07-13,45.04229377863489
LOA-001227,TXR-0143,2023-10-24,63.60114963000414
LOA-000050,TXR-0007,2023-03-23,62.54648062964802
LOA-001001,TXR-0117,2024-01-17,79.4708460717033
LOA-001586,TXR-0186,2024-05-18,68.8182093670072
LOA-001168,TXR-0136,2024-04-17,29.977087295600814
LOA-001855,TXR-0219,2023-01-23,49.18856241668216
LOA-001785,TXR-0210,2023-03-11,54.22184949766602
LOA-001038,TXR-0121,2023-08-30,87.21408571446591
LOA-001530,TXR-0179,2023-10-22,71.59479179080203
LOA-000296,TXR-0034,2023-01-30,68.00658117356203
LOA-000293,TXR-0034,2023-01-20,57.565292328666985
LOA-000059,TXR-0008,2024-06-02,63.823781193063745
LOA-001520,TXR-0177,2023-08-11,77.51756820648008
LOA-001891,TXR-0223,2024-06-02,58.83390245854377
LOA-000156,TXR-0019,2023-05-18,64.9381064376288
LOA-001366,TXR-0159,2024-03-02,49.391235583097895
LOA-001045,TXR-0122,2024-02-13,71.40620390281602
LOA-000005,TXR-0001,2023-08-16,88.22637221907496
LOA-000847,TXR-0100,2023-03-10,68.39097580350702
LOA-001410,TXR-0163,2023-10-01,35.44783043251802
LOA-000927,TXR-0109,2023-04-13,63.393126718271716
LOA-001356,TXR-0158,2023-02-16,64.40493822687338
LOA-000434,TXR-0050,2024-03-22,54.676105039702364
LOA-001042,TXR-0122,2023-10-29,62.766563042818426
LOA-001344,TXR-0157,2023-10-31,81.94219706036995
LOA-001359,TXR-0158,2023-09-26,68.87715314904432
LOA-001926,TXR-0226,2023-11-16,69.8325433630348
LOA-000875,TXR-0103,2023-11-09,41.36034391480901
LOA-000889,TXR-0105,2023-06-05,85.9964583802077
LOA-001710,TXR-0202,2023-04-30,83.36352537469193
LOA-000472,TXR-0054,2023-02-27,53.640697456293445
LOA-000181,TXR-0022,2023-09-12,73.85962364790363
LOA-000768,TXR-0090,2023-01-25,84.33269592934676
LOA-000330,TXR-0038,2023-12-08,51.24954803533487
LOA-001148,TXR-0134,2023-04-10,59.66601175546061
LOA-001967,TXR-0231,2023-08-29,79.36175610940752
LOA-001593,TXR-0187,2023-06-28,82.920651322467
LOA-000392,TXR-0045,2023-06-28,67.23481719954225
LOA-001939,TXR-0228,2023-10-25,53.92051906451527
LOA-001828,TXR-0216,2023-08-24,70.91123654117567
LOA-001865,TXR-0220,2024-04-06,74.39025838055223
LOA-001089,TXR-0127,2023-12-31,63.83656898041441
LOA-001455,TXR-0169,2023-05-13,76.52867579677064
LOA-000273,TXR-0032,2024-01-26,78.91959777710728
LOA-000992,TXR-0116,2023-06-01,76.23475851274804
LOA-001755,TXR-0207,2023-09-19,76.2196982810106
LOA-001500,TXR-0175,2023-07-21,83.41739780929231
LOA-000923,TXR-0108,2023-09-15,75.50037682024674
LOA-001313,TXR-0153,2024-05-22,71.11983730096873
LOA-000049,TXR-0007,2023-02-02,53.48893626027894
LOA-001241,TXR-0144,2023-04-18,65.80977885592873
LOA-001239,TXR-0144,2023-09-02,70.82866954410719
LOA-000261,TXR-0030,2024-06-24,61.72137310325015
LOA-001551,TXR-0182,2024-06-03,61.2367279125
LOA-001070,TXR-0125,2023-06-04,77.14891830465929
LOA-001415,TXR-0164,2023-09-05,60.11356111405742
LOA-000957,TXR-0112,2024-06-16,86.80033097879303
LOA-000354,TXR-0041,2023-11-23,89.32458573916777
LOA-001766,TXR-0208,2023-06-30,59.95784438101665
LOA-000937,TXR-0110,2024-04-22,80.1676711183601
LOA-001345,TXR-0157,2023-05-18,68.94736357376436
LOA-000518,TXR-0060,2023-10-15,59.78123348430362
LOA-001514,TXR-0177,2024-01-21,70.7906263257546
LOA-000921,TXR-0108,2023-09-16,68.52111461616892
LOA-001293,TXR-0150,2023-11-26,69.99368909689588
LOA-000737,TXR-0086,2023-05-30,75.3049045256439
LOA-001150,TXR-0134,2024-06-20,59.98509034479401
LOA-000391,TXR-0045,2023-05-28,55.84053915867685
LOA-000843,TXR-0100,2024-03-20,94.57976538281002
LOA-000980,TXR-0114,2024-03-23,76.876640256236
LOA-001461,TXR-0170,2023-03-04,69.24451761550992
LOA-001163,TXR-0136,2024-02-18,27.758161509148284
LOA-000128,TXR-0016,2023-12-01,97.41903263961431
LOA-000513,TXR-0060,2024-01-10,65.75971504427682
LOA-000654,TXR-0076,2023-03-24,93.76383176258145
LOA-001453,TXR-0169,2023-11-24,86.6723089564304
LOA-001838,TXR-0217,2023-08-02,62.513800055669336
LOA-000835,TXR-0099,2023-01-31,56.32435914425806
LOA-000597,TXR-0069,2023-09-04,68.30295761104108
LOA-001778,TXR-0209,2024-03-21,86.45311406295451
LOA-001135,TXR-0132,2023-01-14,83.30449537870669
LOA-001621,TXR-0190,2024-04-23,59.34571078313602
LOA-001823,TXR-0215,2023-03-06,67.28824317536431
LOA-001534,TXR-0179,2023-11-28,55.917401738351714
LOA-001905,TXR-0224,2023-06-05,35.35623514403811
LOA-001506,TXR-0175,2023-04-28,95.22406884441929
LOA-000581,TXR-0068,2024-06-12,30.492520123217403
LOA-000063,TXR-0008,2023-06-17,71.55755003649476
LOA-000163,TXR-0020,2023-11-07,36.943716296842155
LOA-000670,TXR-0078,2023-06-19,57.905288552214635
LOA-001372,TXR-0160,2024-02-28,71.18194254676376
LOA-000249,TXR-0029,2024-01-28,90.58908525813287
LOA-001555,TXR-0183,2023-09-09,85.30041663070172
LOA-000653,TXR-0076,2023-08-10,73.77257449151396
LOA-000818,TXR-0097,2024-02-26,93.18799871209491
LOA-000671,TXR-0078,2023-01-09,34.273959260303144
LOA-000503,TXR-0059,2024-03-31,56.672092466897574
LOA-001152,TXR-0134,2024-04-19,65.79694646994729
LOA-000789,TXR-0093,2023-11-18,93.97150894547198
LOA-000011,TXR-0002,2023-08-18,59.1227397330171
LOA-000924,TXR-0108,2023-10-16,83.08885339326753
LOA-001337,TXR-0156,2023-10-03,33.6874300039166
LOA-000486,TXR-0056,2023-09-15,60.29171434799065
LOA-001103,TXR-0129,2023-08-23,67.3724436073857
LOA-001221,TXR-0142,2024-02-20,
LOA-001841,TXR-0217,2023-07-03,63.18212584957571
LOA-001203,TXR-0140,2023-06-17,41.66146759699832
LOA-000902,TXR-0106,2023-12-17,76.75138622785562
LOA-000051,TXR-0007,2024-05-10,62.553247316538716
LOA-000970,TXR-0113,2023-09-13,82.80957284533994
LOA-000908,TXR-0106,2023-07-22,75.8129474407439
LOA-000863,TXR-0101,2023-03-14,52.530131319913224
LOA-000894,TXR-0105,2024-01-29,66.33046429292786
LOA-000656,TXR-0076,2023-01-16,96.00482734971139
LOA-000917,TXR-0107,2023-04-07,
LOA-001931,TXR-0227,2023-07-11,69.83464297918862
LOA-000964,TXR-0112,2023-07-26,103.62261771553716
LOA-001219,TXR-0142,2024-06-27,75.37690610195241
LOA-000483,TXR-0055,2023-03-29,61.817156282399964
LOA-001795,TXR-0212,2023-10-27,69.2221947101305
LOA-000659,TXR-0077,2024-01-28,77.94739527578525
LOA-001104,TXR-0129,2024-01-07,75.4696975789301
LOA-000368,TXR-0042,2023-01-15,66.60053736418355
LOA-001304,TXR-0151,2024-04-07,81.26990502023237
LOA-000713,TXR-0082,2023-04-18,63.05522303117374
LOA-001851,TXR-0218,2023-05-22,65.0363415269548
LOA-001024,TXR-0120,2024-01-14,80.35772119680259
LOA-001770,TXR-0208,2023-09-11,73.4093427028689
LOA-000342,TXR-0039,2023-03-08,60.818046922910554
LOA-001040,TXR-0121,2023-12-23,87.99755854387813
LOA-001729,TXR-0204,2024-03-06,68.19161427781923
LOA-001499,TXR-0175,2024-01-03,84.8468789454911
LOA-001667,TXR-0196,2024-03-20,83.89287540973655
LOA-001361,TXR-0158,2024-05-17,66.48706234445329
LOA-000338,TXR-0039,2024-04-06,42.785085694587714
LOA-000983,TXR-0114,2023-03-16,66.58539569124898
LOA-001015,TXR-0118,2024-04-01,76.92997034430847
LOA-001733,TXR-0205,2023-10-16,40.59708127016523
LOA-000861,TXR-0101,2023-04-29,48.21043187936158
LOA-001123,TXR-0131,2023-08-25,71.5850740082541
LOA-000759,TXR-0088,2023-10-12,35.56829151048024
LOA-001097,TXR-0129,2024-05-11,67.41134628494041
LOA-000732,TXR-0085,2023-08-26,69.6946496704368
LOA-001004,TXR-0117,2024-04-25,84.62247966728819
LOA-001699,TXR-0201,2024-04-21,87.88189003946661
LOA-000404,TXR-0046,2024-05-09,51.30041041862498
LOA-001571,TXR-0185,2023-11-22,54.091997101398164
LOA-000140,TXR-0017,2023-10-15,79.06627115465054
LOA-000852,TXR-0100,2024-06-05,
LOA-001681,TXR-0198,2024-06-22,61.62028602986632
LOA-000859,TXR-0101,2023-11-12,58.236542698182035
LOA-001656,TXR-0195,2023-08-11,66.25971606364939
LOA-001400,TXR-0163,2024-05-14,43.55436570459732
LOA-000515,TXR-0060,2023-03-24,68.09807006783896
LOA-001724,TXR-0203,2024-03-05,73.30542365803136
LOA-000124,TXR-0015,2024-06-17,62.07926725209956
LOA-000950,TXR-0111,2024-06-30,77.75140308234344
LOA-000584,TXR-0068,2023-09-09,31.981100582128033
LOA-000191,TXR-0023,2023-01-07,73.07538057284837
LOA-001303,TXR-0151,2024-05-04,81.44466910915675
LOA-001568,TXR-0184,2023-12-17,79.48330629064989
LOA-001893,TXR-0223,2024-05-28,55.74024164257635
LOA-000029,TXR-0004,2024-05-16,70.10729920312858
LOA-000251,TXR-0029,2024-02-11,95.32247260926819
LOA-000691,TXR-0080,2023-11-16,58.762089823616556
LOA-001813,TXR-0214,2023-06-02,56.79019688977335
LOA-000854,TXR-0101,2024-03-10,58.80887138028516
LOA-000081,TXR-0010,2023-05-24,63.493404437574085
LOA-000699,TXR-0081,2023-11-09,88.79071862505202
LOA-000740,TXR-0087,2023-07-17,84.28547356042614
LOA-001265,TXR-0147,2024-04-20,50.32573355778047
LOA-000604,TXR-0070,2024-06-18,89.52011894133332
